SD NO.,SD_Name,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JAN-FEB,Mar-May,Jun-Sep,Oct-Dec
5,SUB-HIMALAYAN W BENGAL & SIKKIM,2005,22.40,24.80,122.30,153.10,244.40,406.30,627.90,515.60,262.40,285.30,5.90,0.40,2670.80,47.20,519.80,1812.20,291.60
6,GANGETIC WEST BENGAL,2005,27.70,13.40,79.90,59.10,80.70,176.50,342.10,238.90,216.20,343.00,2.40,5.50,1585.40,41.10,219.70,973.70,350.90
7,ORISSA,2005,31.30,4.90,27.00,23.10,44.70,204.80,414.00,199.00,360.00,220.10,13.30,7.50,1549.70,36.20,94.80,1177.80,240.90
8,JHARKHAND,2005,22.00,25.00,17.30,3.90,15.30,111.60,254.60,215.20,143.10,38.30,1.40,11.70,859.40,47.00,36.50,724.50,51.40
9,BIHAR ,2005,15.60,14.20,12.80,7.00,19.30,85.70,272.90,336.70,105.50,38.20,4.80,1.00,913.70,29.80,39.10,800.80,44.00
10,EAST UTTAR PRADESH,2005,14.00,14.50,10.60,1.30,11.80,67.00,308.90,243.70,135.50,17.50,0.00,3.50,828.30,28.50,23.70,755.10,21.00
11,WEST UTTAR PRADESH,2005,11.60,17.00,23.70,2.30,5.50,61.30,312.20,93.20,223.40,1.30,0.40,0.70,752.60,28.60,31.50,690.10,2.40
12,UTTARANCHAL,2005,34.90,82.30,32.20,3.90,19.10,94.20,541.60,250.60,387.20,18.30,2.90,2.10,1469.30,117.20,55.20,1273.60,23.30
13,"HARYANA, DELHI & CHANDIGARH",2005,17.20,38.90,39.40,4.30,9.40,59.70,198.10,54.80,163.80,0.00,1.30,0.00,586.90,56.10,53.10,476.40,1.30
14,PUNJAB ,2005,45.00,61.80,35.20,6.60,9.10,47.50,200.30,86.50,110.80,0.40,0.30,0.00,603.50,106.80,50.90,445.10,0.70
15,HIMACHAL PRADESH,2005,67.30,127.90,89.10,14.30,34.30,52.80,365.60,88.90,154.80,1.30,0.10,0.00,996.40,195.20,137.70,662.10,1.40
16,JAMMU & KASHMIR,2005,151.00,363.70,173.30,60.30,73.00,28.60,251.70,105.60,70.50,13.30,18.40,0.40,1309.80,514.70,306.60,456.40,32.10
17,WEST RAJASTHAN ,2005,1.20,12.30,7.10,4.70,13.50,33.50,87.10,25.60,75.00,0.00,0.30,0.00,260.30,13.50,25.30,221.20,0.30
18,EAST  RAJASTHAN ,2005,0.80,3.30,8.10,8.50,5.80,73.60,272.50,83.70,161.10,0.00,0.00,0.00,617.40,4.10,22.40,590.90,0.00
19,WEST MADHYA PRADESH,2005,6.30,1.90,9.50,5.00,3.20,81.80,378.70,131.60,165.30,1.00,0.00,0.10,784.40,8.20,17.70,757.40,1.10
20,EAST MADHYA PRADESH,2005,41.40,10.80,21.00,2.90,7.30,149.60,651.70,293.00,204.90,21.30,1.40,3.10,1408.40,52.20,31.20,1299.20,25.80
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",2005,0.00,0.00,0.00,0.00,0.10,402.40,384.50,246.20,351.10,1.10,0.00,0.00,1385.40,0.00,0.10,1384.20,1.10
22,SAURASHTRA KUTCH & DIU,2005,0.00,0.00,0.00,0.20,0.20,193.70,141.50,63.30,238.50,1.20,0.00,0.00,638.60,0.00,0.40,637.00,1.20
23,KOKAN & GOA,2005,0.10,0.10,0.00,1.70,1.50,724.70,1316.90,750.30,708.30,53.90,0.00,0.00,3557.50,0.20,3.20,3500.20,53.90
24,MADHYA MAHARASHTRA,2005,0.90,0.10,0.60,5.00,2.70,199.90,321.70,224.00,265.10,81.60,0.00,0.00,1101.60,1.00,8.30,1010.70,81.60
25,MARATWADA ,2005,7.00,0.50,4.80,4.30,1.40,52.00,388.30,117.30,218.50,70.20,0.00,0.00,864.30,7.50,10.50,776.10,70.20
26,VIDARBHA,2005,70.30,19.50,17.20,11.00,8.70,150.50,390.80,248.30,254.20,85.00,0.00,2.20,1257.70,89.80,36.90,1043.80,87.20
27,CHATTISGARH,2005,53.70,24.20,5.90,9.40,29.80,197.90,351.50,261.50,269.80,100.70,0.50,0.20,1305.10,77.90,45.10,1080.70,101.40
28,COSTAL ANDHRA PRADESH,2005,4.20,6.60,8.70,21.90,55.50,77.30,151.00,97.10,304.80,386.70,95.00,30.10,1238.90,10.80,86.10,630.20,511.80
29,TELENGANA,2005,36.50,7.30,22.00,10.50,11.10,99.60,397.60,145.80,315.50,180.80,2.30,1.80,1230.80,43.80,43.60,958.50,184.90
30,RAYALSEEMA,2005,1.00,10.70,6.80,35.70,59.90,59.60,132.20,123.10,147.30,281.30,97.30,44.30,999.20,11.70,102.40,462.20,422.90
31,TAMIL NADU & PONDICHERRY,2005,3.20,11.80,28.70,126.40,77.90,27.20,72.40,80.60,114.10,270.60,347.80,153.30,1314.00,15.00,233.00,294.30,771.70
32,COASTAL KARNATAKA,2005,0.90,0.10,0.00,84.80,49.00,814.30,1127.20,602.80,394.70,165.80,30.90,4.30,3274.80,1.00,133.80,2939.00,201.00
33,NORTH INTERIOR KARNATAKA,2005,8.70,1.10,6.70,64.40,42.40,95.90,224.70,122.70,164.30,120.10,4.80,0.30,856.10,9.80,113.50,607.60,125.20
34,SOUTH INTERIOR KARNATAKA,2005,8.80,4.90,5.20,91.20,87.70,150.40,325.90,220.50,144.70,249.30,61.00,7.40,1357.00,13.70,184.10,841.50,317.70
35,KERALA,2005,18.70,6.60,25.80,202.90,137.30,634.90,877.10,301.40,431.30,250.50,202.00,62.50,3151.00,25.30,366.00,2244.70,515.00
36,LAKSHADWEEP ,2005,17.60,11.00,0.00,37.10,92.70,248.80,381.90,102.40,277.90,164.20,218.10,27.30,1579.00,28.60,129.80,1011.00,409.60
1,ANDAMAN & NICOBAR ISLANDS,2006,16.40,14.10,48.60,172.00,342.50,367.40,187.30,219.70,550.30,378.40,76.50,74.70,2447.90,30.50,563.10,1324.70,529.60
2,ARUNACHAL PRADESH,2006,4.80,131.70,33.80,195.80,201.00,350.90,417.50,228.30,309.10,88.80,123.40,22.90,2108.00,136.50,430.60,1305.80,235.10
3,ASSAM & MEGHALAYA,2006,0.60,45.20,16.30,163.00,272.90,399.30,335.50,190.60,243.70,82.40,19.50,8.40,1777.40,45.80,452.20,1169.10,110.30
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2006,0.40,12.80,3.60,124.50,317.60,341.00,273.60,178.80,219.60,75.40,11.60,2.70,1561.60,13.20,445.70,1013.00,89.70
5,SUB-HIMALAYAN W BENGAL & SIKKIM,2006,0.20,11.50,31.60,112.80,293.60,419.00,507.20,313.20,467.00,123.60,19.20,5.60,2304.50,11.70,438.00,1706.40,148.40
6,GANGETIC WEST BENGAL,2006,0.00,0.00,9.10,49.10,130.20,191.90,466.90,313.40,371.00,45.90,9.80,0.00,1587.30,0.00,188.40,1343.20,55.70
7,ORISSA,2006,0.30,0.00,37.80,31.70,111.00,177.00,468.80,645.00,278.50,28.00,31.90,0.00,1810.00,0.30,180.50,1569.30,59.90
8,JHARKHAND,2006,0.00,0.00,23.30,13.70,84.10,179.40,438.20,280.50,319.80,13.00,4.00,0.00,1356.00,0.00,121.10,1217.90,17.00
9,BIHAR ,2006,0.00,0.00,5.90,14.80,42.00,177.70,298.10,154.00,283.00,22.00,2.50,0.50,1000.50,0.00,62.70,912.80,25.00
10,EAST UTTAR PRADESH,2006,0.00,0.00,13.60,11.40,30.40,135.80,335.40,163.80,68.80,10.10,0.90,1.30,771.50,0.00,55.40,703.80,12.30
11,WEST UTTAR PRADESH,2006,0.40,0.00,23.00,2.00,32.10,60.30,244.80,71.90,61.20,12.70,0.70,1.30,510.40,0.40,57.10,438.20,14.70
12,UTTARANCHAL,2006,13.30,0.90,58.80,16.00,166.90,111.70,417.30,349.90,99.30,7.70,0.90,22.10,1264.80,14.20,241.70,978.20,30.70
13,"HARYANA, DELHI & CHANDIGARH",2006,2.20,0.30,39.30,1.60,33.60,54.90,147.60,35.80,52.30,3.60,2.00,3.90,377.10,2.50,74.50,290.60,9.50
14,PUNJAB ,2006,9.20,2.70,38.20,1.40,26.60,59.10,172.00,106.70,98.70,13.90,7.70,8.40,544.60,11.90,66.20,436.50,30.00
15,HIMACHAL PRADESH,2006,66.30,32.70,66.90,26.40,51.40,84.70,219.60,206.90,79.40,14.80,11.60,35.10,895.80,99.00,144.70,590.60,61.50
16,JAMMU & KASHMIR,2006,225.70,90.10,125.90,58.60,44.90,77.70,189.80,207.10,205.80,46.70,73.60,131.40,1477.30,315.80,229.40,680.40,251.70
17,WEST RAJASTHAN ,2006,0.20,0.00,12.10,1.00,8.70,36.00,60.10,202.90,34.30,5.70,0.10,1.30,362.40,0.20,21.80,333.30,7.10
18,EAST  RAJASTHAN ,2006,0.00,0.00,8.40,0.10,14.00,76.60,204.10,319.70,87.20,1.40,0.00,0.10,711.60,0.00,22.50,687.60,1.50
19,WEST MADHYA PRADESH,2006,0.00,0.00,44.20,1.70,17.20,78.70,302.90,465.80,218.20,8.30,3.20,0.40,1140.60,0.00,63.10,1065.60,11.90
20,EAST MADHYA PRADESH,2006,0.00,0.00,54.00,14.40,23.90,55.80,425.00,339.70,82.50,3.50,8.80,0.00,1007.60,0.00,92.30,903.00,12.30
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",2006,0.00,0.00,0.40,0.00,0.00,120.70,575.90,614.70,137.50,7.70,1.10,0.00,1458.00,0.00,0.40,1448.80,8.80
22,SAURASHTRA KUTCH & DIU,2006,0.00,0.00,1.80,0.00,0.00,64.40,368.70,196.00,70.70,0.50,0.20,0.60,702.90,0.00,1.80,699.80,1.30
23,KOKAN & GOA,2006,0.00,0.00,2.90,0.00,184.90,612.80,1065.50,919.90,389.40,196.20,7.30,0.00,3378.90,0.00,187.80,2987.60,203.50
24,MADHYA MAHARASHTRA,2006,0.00,0.00,1.10,0.20,13.70,184.60,340.20,364.30,214.50,55.40,6.80,0.00,1180.80,0.00,15.00,1103.60,62.20
25,MARATWADA ,2006,0.00,0.00,3.70,1.10,9.40,122.30,123.10,289.60,212.50,54.30,3.30,0.00,819.30,0.00,14.20,747.50,57.60
26,VIDARBHA,2006,0.00,0.00,78.00,28.40,35.90,109.20,360.00,415.00,194.90,39.50,15.60,0.00,1276.50,0.00,142.30,1079.10,55.10
27,CHATTISGARH,2006,0.00,0.00,37.20,41.10,46.50,74.80,383.50,438.60,177.60,14.10,18.00,0.10,1231.50,0.00,124.80,1074.50,32.20
28,COSTAL ANDHRA PRADESH,2006,0.30,0.00,40.90,55.30,60.50,114.60,92.40,184.40,184.20,218.90,105.20,10.40,1034.90,0.30,124.50,575.60,334.50
29,TELENGANA,2006,0.00,0.00,47.20,47.60,49.50,103.60,146.50,290.80,289.10,31.60,38.70,0.00,1044.60,0.00,144.30,830.00,70.30
30,RAYALSEEMA,2006,0.30,0.00,36.60,9.80,77.00,94.20,43.50,46.60,136.50,71.00,81.20,12.20,608.90,0.30,123.40,320.80,164.40
31,TAMIL NADU & PONDICHERRY,2006,15.50,0.20,56.50,34.40,59.80,53.20,19.90,66.30,109.00,257.10,212.60,27.40,911.90,15.70,150.70,248.40,497.10
32,COASTAL KARNATAKA,2006,0.50,0.00,6.10,3.40,414.90,802.10,1036.20,801.40,459.80,241.60,99.80,0.10,3865.90,0.50,424.40,3099.50,341.50
33,NORTH INTERIOR KARNATAKA,2006,0.00,0.00,17.30,12.50,91.00,124.10,92.30,79.80,134.90,44.40,31.70,0.00,628.00,0.00,120.80,431.10,76.10
34,SOUTH INTERIOR KARNATAKA,2006,0.20,0.00,42.40,26.20,127.60,170.00,192.80,137.50,106.70,59.10,87.50,1.00,951.00,0.20,196.20,607.00,147.60
35,KERALA,2006,9.00,0.60,80.10,73.00,521.20,577.10,569.40,396.40,481.20,374.80,213.00,1.90,3297.70,9.60,674.30,2024.10,589.70
36,LAKSHADWEEP ,2006,23.10,0.00,44.00,0.30,411.30,286.50,172.60,150.70,318.20,119.20,158.70,10.80,1695.40,23.10,455.60,928.00,288.70
1,ANDAMAN & NICOBAR ISLANDS,2007,4.80,1.60,13.50,55.50,359.70,380.20,404.80,431.00,486.50,239.70,225.20,54.20,2656.70,6.40,428.70,1702.50,519.10
2,ARUNACHAL PRADESH,2007,17.00,77.90,52.90,274.10,202.40,386.40,587.90,208.10,446.80,120.80,19.90,7.10,2401.30,94.90,529.40,1629.20,147.80
3,ASSAM & MEGHALAYA,2007,1.20,75.60,24.00,236.40,212.10,461.30,534.50,303.20,388.50,139.60,32.30,5.90,2414.60,76.80,472.50,1687.50,177.80
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2007,0.40,60.00,25.30,171.60,205.80,346.60,418.10,287.30,349.10,200.90,73.80,7.10,2146.00,60.40,402.70,1401.10,281.80
5,SUB-HIMALAYAN W BENGAL & SIKKIM,2007,0.60,90.80,37.60,144.90,221.20,468.50,701.40,426.20,464.00,76.80,7.50,1.80,2641.30,91.40,403.70,2060.10,86.10
6,GANGETIC WEST BENGAL,2007,3.20,56.80,38.20,36.20,93.00,246.90,614.10,329.90,438.10,56.10,40.70,0.00,1953.20,60.00,167.40,1629.00,96.80
7,ORISSA,2007,0.90,34.30,8.90,22.70,68.40,333.90,292.90,421.70,393.40,71.40,16.40,0.00,1664.90,35.20,100.00,1441.90,87.80
8,JHARKHAND,2007,0.00,74.40,16.90,15.70,46.90,115.90,484.30,340.00,313.30,30.00,4.10,0.00,1441.50,74.40,79.50,1253.50,34.10
9,BIHAR ,2007,0.00,16.40,18.70,10.40,37.90,129.60,504.40,371.70,337.30,39.40,0.20,0.20,1466.20,16.40,67.00,1343.00,39.80
10,EAST UTTAR PRADESH,2007,0.10,50.90,25.50,2.80,26.70,75.90,305.20,211.20,155.30,7.90,0.00,1.70,863.20,51.00,55.00,747.60,9.60
11,WEST UTTAR PRADESH,2007,0.60,63.10,35.70,0.90,12.20,88.30,162.80,158.10,60.30,3.60,0.00,0.50,586.10,63.70,48.80,469.50,4.10
12,UTTARANCHAL,2007,4.90,131.50,104.50,18.20,51.20,216.30,501.70,576.00,270.50,10.90,0.00,8.70,1894.40,136.40,173.90,1564.50,19.60
13,"HARYANA, DELHI & CHANDIGARH",2007,1.80,87.90,49.30,1.90,22.10,96.30,73.20,94.10,50.90,0.00,0.30,2.10,479.90,89.70,73.30,314.50,2.40
14,PUNJAB ,2007,0.90,71.40,57.40,6.30,7.70,80.60,87.40,131.90,40.50,0.30,2.70,7.20,494.30,72.30,71.40,340.40,10.20
15,HIMACHAL PRADESH,2007,0.10,119.70,174.10,9.30,36.50,84.50,156.10,196.30,60.10,9.00,0.40,16.40,862.50,119.80,219.90,497.00,25.80
16,JAMMU & KASHMIR,2007,10.30,121.70,279.60,12.90,66.00,134.80,127.30,202.30,33.60,0.50,1.10,47.80,1037.90,132.00,358.50,498.00,49.40
17,WEST RAJASTHAN ,2007,0.00,27.90,16.80,1.40,3.30,33.40,84.10,73.60,40.70,0.00,0.00,1.00,282.20,27.90,21.50,231.80,1.00
18,EAST  RAJASTHAN ,2007,0.30,14.90,8.00,1.30,1.90,58.60,228.90,159.70,79.20,0.00,0.00,0.70,553.50,15.20,11.20,526.40,0.70
19,WEST MADHYA PRADESH,2007,0.10,14.30,3.60,1.20,6.70,109.40,367.90,247.10,136.00,0.00,1.10,0.40,887.80,14.40,11.50,860.40,1.50
20,EAST MADHYA PRADESH,2007,0.00,39.90,12.00,2.40,11.20,110.80,257.50,231.30,186.00,4.10,6.30,2.60,864.10,39.90,25.60,785.60,13.00
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",2007,0.00,0.10,0.00,0.00,0.00,92.40,542.10,349.50,173.40,0.00,1.30,0.00,1158.80,0.10,0.00,1157.40,1.30
22,SAURASHTRA KUTCH & DIU,2007,0.00,1.60,0.10,0.30,0.00,111.90,205.30,421.40,150.60,0.00,0.90,0.00,892.10,1.60,0.40,889.20,0.90
23,KOKAN & GOA,2007,0.00,0.00,0.00,1.50,19.40,919.50,815.20,1007.30,584.90,30.00,23.20,0.10,3401.10,0.00,20.90,3326.90,53.30
24,MADHYA MAHARASHTRA,2007,0.00,0.00,0.00,2.50,1.60,259.20,240.00,225.20,182.20,4.10,6.70,0.00,921.50,0.00,4.10,906.60,10.80
25,MARATWADA ,2007,0.00,0.00,0.00,0.90,1.00,143.00,125.20,146.10,204.10,0.00,5.30,0.00,625.60,0.00,1.90,618.40,5.30
26,VIDARBHA,2007,0.00,1.30,8.30,8.70,6.60,228.00,330.70,282.50,235.30,27.10,7.30,0.00,1135.80,1.30,23.60,1076.50,34.40
27,CHATTISGARH,2007,0.00,23.90,7.30,5.40,20.00,246.10,283.10,321.80,253.80,76.70,6.00,0.00,1244.10,23.90,32.70,1104.80,82.70
28,COSTAL ANDHRA PRADESH,2007,0.00,9.20,1.00,15.90,45.90,257.80,117.20,168.70,217.10,220.20,26.90,14.00,1093.90,9.20,62.80,760.80,261.10
29,TELENGANA,2007,0.00,2.70,0.10,13.30,16.00,170.90,135.80,212.80,281.30,54.20,15.50,0.00,902.60,2.70,29.40,800.80,69.70
30,RAYALSEEMA,2007,0.00,1.40,0.00,14.40,36.80,231.70,80.80,170.50,186.10,138.80,27.20,46.40,934.10,1.40,51.20,669.10,212.40
31,TAMIL NADU & PONDICHERRY,2007,5.40,5.70,0.90,55.20,43.60,55.80,74.70,131.70,75.80,222.20,81.60,216.20,968.80,11.10,99.70,338.00,520.00
32,COASTAL KARNATAKA,2007,0.00,0.10,1.10,28.90,76.70,1047.70,914.30,944.20,676.10,171.60,43.40,0.60,3904.70,0.10,106.70,3582.30,215.60
33,NORTH INTERIOR KARNATAKA,2007,0.00,0.00,0.70,13.50,34.70,225.10,107.20,137.60,217.20,40.40,11.90,0.20,788.50,0.00,48.90,687.10,52.50
34,SOUTH INTERIOR KARNATAKA,2007,0.00,0.40,1.60,25.50,77.50,217.40,254.60,250.00,196.80,167.20,23.30,15.20,1229.50,0.40,104.60,918.80,205.70
35,KERALA,2007,0.40,5.60,8.00,143.40,202.70,737.40,996.10,502.50,550.20,366.10,93.70,13.40,3619.50,6.00,354.10,2786.20,473.20
36,LAKSHADWEEP ,2007,9.80,4.70,0.00,16.90,147.30,555.60,298.30,267.20,346.00,213.60,52.10,126.40,2037.90,14.50,164.20,1467.10,392.10
1,ANDAMAN & NICOBAR ISLANDS,2008,16.60,55.70,116.30,203.90,547.00,454.40,510.50,455.10,332.10,245.20,325.60,72.80,3335.20,72.30,867.20,1752.10,643.60
2,ARUNACHAL PRADESH,2008,72.90,33.40,118.50,113.00,177.50,494.40,523.10,586.80,205.20,119.70,13.60,12.30,2470.40,106.30,409.00,1809.50,145.60
3,ASSAM & MEGHALAYA,2008,28.80,13.90,116.00,165.60,207.60,399.90,446.50,501.10,257.20,131.30,1.80,1.50,2271.20,42.70,489.20,1604.70,134.60
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2008,30.70,10.10,42.20,32.00,147.10,280.90,254.80,299.70,221.90,155.70,3.40,3.20,1481.70,40.80,221.30,1057.30,162.30
5,SUB-HIMALAYAN W BENGAL & SIKKIM,2008,27.20,8.40,67.80,140.30,161.30,550.90,639.10,645.50,266.20,94.30,12.20,5.60,2618.80,35.60,369.40,2101.70,112.10
6,GANGETIC WEST BENGAL,2008,52.90,12.30,12.20,46.80,94.40,427.00,339.30,256.60,268.80,70.30,0.00,0.00,1580.60,65.20,153.40,1291.70,70.30
7,ORISSA,2008,33.00,14.90,24.90,34.40,44.80,340.10,319.30,391.60,367.50,26.20,3.70,0.00,1600.40,47.90,104.10,1418.50,29.90
8,JHARKHAND,2008,10.10,4.60,23.20,17.30,31.40,265.90,388.10,275.20,168.30,14.30,2.20,0.00,1200.60,14.70,71.90,1097.50,16.50
9,BIHAR ,2008,38.00,5.80,1.70,16.40,68.30,277.10,426.30,303.10,138.40,31.40,0.00,0.20,1306.70,43.80,86.40,1144.90,31.60
10,EAST UTTAR PRADESH,2008,2.00,3.40,0.00,5.20,27.30,246.40,409.00,283.50,128.90,15.40,0.80,0.00,1121.90,5.40,32.50,1067.80,16.20
11,WEST UTTAR PRADESH,2008,0.20,0.10,0.00,6.10,24.60,231.20,263.50,224.40,79.20,4.90,6.20,0.00,840.40,0.30,30.70,798.30,11.10
12,UTTARANCHAL,2008,15.40,10.20,5.50,31.60,44.80,220.70,408.50,364.00,157.80,28.60,8.10,3.30,1298.50,25.60,81.90,1151.00,40.00
13,"HARYANA, DELHI & CHANDIGARH",2008,2.70,2.50,0.00,16.40,68.00,150.60,116.20,164.90,104.80,1.80,5.00,0.10,633.00,5.20,84.40,536.50,6.90
14,PUNJAB ,2008,14.70,6.60,0.00,31.80,40.50,203.30,96.40,247.00,57.00,9.50,0.10,1.80,708.70,21.30,72.30,603.70,11.40
15,HIMACHAL PRADESH,2008,107.20,46.90,5.10,47.10,50.10,178.90,182.00,229.30,147.70,21.80,1.30,31.50,1048.90,154.10,102.30,737.90,54.60
16,JAMMU & KASHMIR,2008,105.50,133.20,8.80,96.80,59.90,143.20,169.10,166.90,45.10,41.90,22.00,94.80,1087.20,238.70,165.50,524.30,158.70
17,WEST RAJASTHAN ,2008,0.40,0.20,0.30,10.60,14.50,48.80,59.10,141.30,28.00,0.10,0.00,6.40,309.70,0.60,25.40,277.20,6.50
18,EAST  RAJASTHAN ,2008,0.00,0.00,0.30,5.60,13.00,143.00,171.00,171.20,118.80,2.80,1.30,0.10,627.10,0.00,18.90,604.00,4.20
19,WEST MADHYA PRADESH,2008,0.40,0.00,1.60,2.20,2.20,178.20,202.60,196.20,138.30,17.20,8.70,0.10,747.70,0.40,6.00,715.30,26.00
20,EAST MADHYA PRADESH,2008,1.70,5.00,10.90,7.20,5.40,296.80,263.10,265.20,121.20,11.00,2.30,0.00,989.80,6.70,23.50,946.30,13.30
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",2008,0.00,0.00,0.00,2.30,0.00,60.50,267.70,377.70,212.30,10.00,0.10,1.90,932.50,0.00,2.30,918.20,12.00
22,SAURASHTRA KUTCH & DIU,2008,0.10,0.20,0.00,0.70,0.00,77.00,144.90,109.60,227.00,4.90,0.60,7.40,572.40,0.30,0.70,558.50,12.90
23,KOKAN & GOA,2008,0.00,0.00,16.50,1.10,12.50,754.70,789.20,889.90,535.00,47.80,0.40,4.50,3051.60,0.00,30.10,2968.80,52.70
24,MADHYA MAHARASHTRA,2008,0.00,0.00,27.60,4.70,9.00,97.80,133.30,223.90,300.60,55.20,5.10,1.60,858.80,0.00,41.30,755.60,61.90
25,MARATWADA ,2008,0.40,0.00,30.80,4.70,0.60,68.80,108.80,143.40,264.40,21.80,7.00,0.40,651.10,0.40,36.10,585.40,29.20
26,VIDARBHA,2008,1.10,3.20,39.50,4.30,4.60,135.60,252.80,243.70,150.80,18.80,1.00,0.30,855.70,4.30,48.40,782.90,20.10
27,CHATTISGARH,2008,5.60,9.60,33.90,9.90,9.50,234.20,306.30,320.90,203.00,10.50,0.60,0.00,1144.00,15.20,53.30,1064.40,11.10
28,COSTAL ANDHRA PRADESH,2008,7.10,65.70,89.90,9.10,25.00,83.40,167.30,228.10,120.00,88.80,169.50,3.20,1057.10,72.80,124.00,598.80,261.50
29,TELENGANA,2008,0.00,20.00,113.20,16.00,8.40,124.10,173.70,354.10,145.60,28.80,13.80,0.30,998.00,20.00,137.60,797.50,42.90
30,RAYALSEEMA,2008,3.60,19.00,81.70,0.70,50.70,39.10,89.80,112.20,146.40,120.80,127.40,3.70,795.10,22.60,133.10,387.50,251.90
31,TAMIL NADU & PONDICHERRY,2008,13.20,32.80,175.80,30.90,55.10,45.80,76.90,132.30,69.40,240.80,273.20,49.50,1195.70,46.00,261.80,324.40,563.50
32,COASTAL KARNATAKA,2008,0.00,9.10,185.80,21.70,56.70,866.90,625.50,803.20,357.40,100.70,14.70,9.10,3050.80,9.10,264.20,2653.00,124.50
33,NORTH INTERIOR KARNATAKA,2008,0.00,6.60,122.80,17.60,23.60,67.60,68.20,133.00,161.00,67.60,30.30,2.20,700.50,6.60,164.00,429.80,100.10
34,SOUTH INTERIOR KARNATAKA,2008,0.00,19.50,119.10,24.40,75.80,139.30,188.70,258.50,135.20,120.60,23.70,0.90,1105.70,19.50,219.30,721.70,145.20
35,KERALA,2008,0.80,29.70,216.00,103.70,78.60,478.00,508.70,347.80,343.90,354.10,56.80,16.10,2534.20,30.50,398.30,1678.40,427.00
36,LAKSHADWEEP ,2008,5.50,19.90,120.40,15.70,180.40,254.50,364.00,206.50,108.90,253.00,67.50,130.10,1726.40,25.40,316.50,933.90,450.60
1,ANDAMAN & NICOBAR ISLANDS,2009,15.20,6.20,37.80,138.40,317.00,620.00,302.50,385.40,363.90,275.60,70.70,81.80,2614.50,21.40,493.20,1671.80,428.10
2,ARUNACHAL PRADESH,2009,26.80,72.30,65.50,171.90,165.90,383.50,485.30,418.60,224.90,102.70,36.50,9.40,2163.30,99.10,403.30,1512.30,148.60
3,ASSAM & MEGHALAYA,2009,3.90,10.90,41.00,129.90,216.60,295.70,394.20,457.20,169.90,129.10,11.80,2.80,1863.00,14.80,387.50,1317.00,143.70
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2009,0.10,5.10,25.50,79.40,201.60,186.20,293.70,318.20,192.50,130.80,13.40,0.00,1446.50,5.20,306.50,990.60,144.20
5,SUB-HIMALAYAN W BENGAL & SIKKIM,2009,1.70,2.10,39.00,149.20,285.60,346.30,468.00,545.00,173.10,260.80,2.00,2.30,2275.10,3.80,473.80,1532.40,265.10
6,GANGETIC WEST BENGAL,2009,2.40,1.00,20.60,2.00,229.20,69.60,278.70,329.60,293.70,82.40,13.20,0.10,1322.50,3.40,251.80,971.60,95.70
7,ORISSA,2009,0.00,0.00,3.70,2.80,75.80,92.20,610.80,299.10,165.90,113.90,33.20,0.40,1397.80,0.00,82.30,1168.00,147.50
8,JHARKHAND,2009,9.20,0.00,9.60,0.90,67.70,93.90,218.20,275.30,251.80,121.50,11.00,2.00,1061.10,9.20,78.20,839.20,134.50
9,BIHAR ,2009,1.50,1.10,2.50,1.70,155.80,66.30,232.80,319.10,132.80,73.90,4.70,1.50,993.70,2.60,160.00,751.00,80.10
10,EAST UTTAR PRADESH,2009,0.10,1.10,2.30,0.80,38.00,35.30,176.00,208.40,145.40,92.30,7.00,4.40,711.10,1.20,41.10,565.10,103.70
11,WEST UTTAR PRADESH,2009,3.30,4.70,1.70,8.50,14.20,14.00,123.90,186.20,118.20,59.80,14.60,3.30,552.40,8.00,24.40,442.30,77.70
12,UTTARANCHAL,2009,3.50,23.10,2.30,21.60,30.30,68.30,320.40,313.50,195.90,87.20,7.70,2.20,1076.00,26.60,54.20,898.10,97.10
13,"HARYANA, DELHI & CHANDIGARH",2009,4.10,7.10,6.30,13.00,9.40,14.60,78.70,56.20,157.50,0.90,2.40,0.20,350.40,11.20,28.70,307.00,3.50
14,PUNJAB ,2009,10.40,17.10,10.70,21.30,4.40,10.20,166.70,82.40,71.80,2.70,6.10,0.00,403.80,27.50,36.40,331.10,8.80
15,HIMACHAL PRADESH,2009,48.80,45.20,30.30,51.80,50.20,37.20,156.60,126.70,187.00,12.30,46.00,13.60,805.70,94.00,132.30,507.50,71.90
16,JAMMU & KASHMIR,2009,121.50,115.60,60.60,104.50,58.00,59.10,135.00,95.50,48.80,7.50,50.20,16.30,872.60,237.10,223.10,338.40,74.00
17,WEST RAJASTHAN ,2009,1.50,2.70,4.90,0.80,3.70,21.90,89.50,31.80,9.60,0.10,0.00,0.10,166.60,4.20,9.40,152.80,0.20
18,EAST  RAJASTHAN ,2009,0.10,0.00,1.30,0.20,2.50,37.20,207.20,133.10,52.70,14.70,10.90,0.70,460.60,0.10,4.00,430.20,26.30
